"initial_block","block_transitioned_to","agegrp","sex","oud","distribution","param1","param2"
"Post-Naltrexone","No_Treatment","60_64","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","65_69","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","65_69","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","65_69","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","65_69","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","70_74","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","70_74","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","70_74","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","70_74","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","75_79","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","75_79","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","75_79","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","75_79","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","80_84","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","80_84","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","80_84","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","80_84","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","85_99","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","85_99","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","85_99","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","85_99","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","Buprenorphine","10_14","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","10_14","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","10_14","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","10_14","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","15_19","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","15_19","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","15_19","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","15_19","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","20_24","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","20_24","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","20_24","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","20_24","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","25_29","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","25_29","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","25_29","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","25_29","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","30_34","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","30_34","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","30_34","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","30_34","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","35_39","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","35_39","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","35_39","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","35_39","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","40_44","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","40_44","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","40_44","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","40_44","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","45_49","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","45_49","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","45_49","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","45_49","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","50_54","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","50_54","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","50_54","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","50_54","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","55_59","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","55_59","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","55_59","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","55_59","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","60_64","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","60_64","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","60_64","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","60_64","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","65_69","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","65_69","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","65_69","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","65_69","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","70_74","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","70_74","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","70_74","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","70_74","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","75_79","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","75_79","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","75_79","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","75_79","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","80_84","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","80_84","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","80_84","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","80_84","Female","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","85_99","Male","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","85_99","Male","Nonactive","norm",0,0
"Post-Naltrexone","Buprenorphine","85_99","Female","Active","norm",0,0
"Post-Naltrexone","Buprenorphine","85_99","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","10_14","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","10_14","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","10_14","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","10_14","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","15_19","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","15_19","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","15_19","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","15_19","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","20_24","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","20_24","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","20_24","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","20_24","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","25_29","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","25_29","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","25_29","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","25_29","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","30_34","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","30_34","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","30_34","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","30_34","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","35_39","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","35_39","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","35_39","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","35_39","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","40_44","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","40_44","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","40_44","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","40_44","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","45_49","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","45_49","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","45_49","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","45_49","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","50_54","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","50_54","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","50_54","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","50_54","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","55_59","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","55_59","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","55_59","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","55_59","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","60_64","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","60_64","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","60_64","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","60_64","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","65_69","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","65_69","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","65_69","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","65_69","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","70_74","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","70_74","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","70_74","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","70_74","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","75_79","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","75_79","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","75_79","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","75_79","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","80_84","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","80_84","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","80_84","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","80_84","Female","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","85_99","Male","Active","norm",0,0
"Post-Naltrexone","Naltrexone","85_99","Male","Nonactive","norm",0,0
"Post-Naltrexone","Naltrexone","85_99","Female","Active","norm",0,0
"Post-Naltrexone","Naltrexone","85_99","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","10_14","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","10_14","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","10_14","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","10_14","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","15_19","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","15_19","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","15_19","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","15_19","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","20_24","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","20_24","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","20_24","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","20_24","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","25_29","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","25_29","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","25_29","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","25_29","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","30_34","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","30_34","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","30_34","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","30_34","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","35_39","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","35_39","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","35_39","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","35_39","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","40_44","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","40_44","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","40_44","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","40_44","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","45_49","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","45_49","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","45_49","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","45_49","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","50_54","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","50_54","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","50_54","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","50_54","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","55_59","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","55_59","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","55_59","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","55_59","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","60_64","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","60_64","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","60_64","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","60_64","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","65_69","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","65_69","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","65_69","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","65_69","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","70_74","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","70_74","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","70_74","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","70_74","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","75_79","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","75_79","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","75_79","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","75_79","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","80_84","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","80_84","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","80_84","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","80_84","Female","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","85_99","Male","Active","norm",0,0
"Post-Naltrexone","Methadone","85_99","Male","Nonactive","norm",0,0
"Post-Naltrexone","Methadone","85_99","Female","Active","norm",0,0
"Post-Naltrexone","Methadone","85_99","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","10_14","Male","Active","norm",0,0
"Post-Naltrexone","Detox","10_14","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","10_14","Female","Active","norm",0,0
"Post-Naltrexone","Detox","10_14","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","15_19","Male","Active","norm",0,0
"Post-Naltrexone","Detox","15_19","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","15_19","Female","Active","norm",0,0
"Post-Naltrexone","Detox","15_19","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","20_24","Male","Active","norm",0,0
"Post-Naltrexone","Detox","20_24","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","20_24","Female","Active","norm",0,0
"Post-Naltrexone","Detox","20_24","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","25_29","Male","Active","norm",0,0
"Post-Naltrexone","Detox","25_29","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","25_29","Female","Active","norm",0,0
"Post-Naltrexone","Detox","25_29","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","30_34","Male","Active","norm",0,0
"Post-Naltrexone","Detox","30_34","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","30_34","Female","Active","norm",0,0
"Post-Naltrexone","Detox","30_34","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","35_39","Male","Active","norm",0,0
"Post-Naltrexone","Detox","35_39","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","35_39","Female","Active","norm",0,0
"Post-Naltrexone","Detox","35_39","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","40_44","Male","Active","norm",0,0
"Post-Naltrexone","Detox","40_44","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","40_44","Female","Active","norm",0,0
"Post-Naltrexone","Detox","40_44","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","45_49","Male","Active","norm",0,0
"Post-Naltrexone","Detox","45_49","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","45_49","Female","Active","norm",0,0
"Post-Naltrexone","Detox","45_49","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","50_54","Male","Active","norm",0,0
"Post-Naltrexone","Detox","50_54","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","50_54","Female","Active","norm",0,0
"Post-Naltrexone","Detox","50_54","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","55_59","Male","Active","norm",0,0
"Post-Naltrexone","Detox","55_59","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","55_59","Female","Active","norm",0,0
"Post-Naltrexone","Detox","55_59","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","60_64","Male","Active","norm",0,0
"Post-Naltrexone","Detox","60_64","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","60_64","Female","Active","norm",0,0
"Post-Naltrexone","Detox","60_64","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","65_69","Male","Active","norm",0,0
"Post-Naltrexone","Detox","65_69","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","65_69","Female","Active","norm",0,0
"Post-Naltrexone","Detox","65_69","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","70_74","Male","Active","norm",0,0
"Post-Naltrexone","Detox","70_74","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","70_74","Female","Active","norm",0,0
"Post-Naltrexone","Detox","70_74","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","75_79","Male","Active","norm",0,0
"Post-Naltrexone","Detox","75_79","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","75_79","Female","Active","norm",0,0
"Post-Naltrexone","Detox","75_79","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","80_84","Male","Active","norm",0,0
"Post-Naltrexone","Detox","80_84","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","80_84","Female","Active","norm",0,0
"Post-Naltrexone","Detox","80_84","Female","Nonactive","norm",0,0
"Post-Naltrexone","Detox","85_99","Male","Active","norm",0,0
"Post-Naltrexone","Detox","85_99","Male","Nonactive","norm",0,0
"Post-Naltrexone","Detox","85_99","Female","Active","norm",0,0
"Post-Naltrexone","Detox","85_99","Female","Nonactive","norm",0,0
"Post-Methadone","No_Treatment","10_14","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","10_14","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","10_14","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","10_14","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","15_19","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","15_19","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","15_19","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","15_19","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","20_24","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","20_24","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","20_24","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","20_24","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","25_29","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","25_29","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","25_29","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","25_29","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","30_34","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","30_34","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","30_34","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","30_34","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","35_39","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","35_39","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","35_39","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","35_39","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","40_44","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","40_44","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","40_44","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","40_44","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","45_49","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","45_49","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","45_49","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","45_49","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","50_54","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","50_54","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","50_54","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","50_54","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","55_59","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","55_59","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","55_59","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","55_59","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","60_64","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","60_64","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","60_64","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","60_64","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","65_69","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","65_69","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","65_69","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","65_69","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","70_74","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","70_74","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","70_74","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","70_74","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","75_79","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","75_79","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","75_79","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","75_79","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","80_84","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","80_84","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","80_84","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","80_84","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","85_99","Male","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","85_99","Male","Nonactive","unif",0.25,0.25
"Post-Methadone","No_Treatment","85_99","Female","Active","unif",0.25,0.25
"Post-Methadone","No_Treatment","85_99","Female","Nonactive","unif",0.25,0.25
"Post-Methadone","Buprenorphine","10_14","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","10_14","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","10_14","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","10_14","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","15_19","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","15_19","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","15_19","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","15_19","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","20_24","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","20_24","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","20_24","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","20_24","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","25_29","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","25_29","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","25_29","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","25_29","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","30_34","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","30_34","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","30_34","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","30_34","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","35_39","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","35_39","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","35_39","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","35_39","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","40_44","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","40_44","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","40_44","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","40_44","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","45_49","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","45_49","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","45_49","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","45_49","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","50_54","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","50_54","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","50_54","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","50_54","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","55_59","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","55_59","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","55_59","Female","Active","norm",0,0
"Post-Methadone","Buprenorphine","55_59","Female","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","60_64","Male","Active","norm",0,0
"Post-Methadone","Buprenorphine","60_64","Male","Nonactive","norm",0,0
"Post-Methadone","Buprenorphine","60_64","Female","Active","norm",0,0
